<1> Timestamp: 2020.1.3 8:42:29.Connection to SQL server established
<2> Timestamp: 2020.1.3 8:42:30.A sensor node with 49 has opened a new connection
<3> Timestamp: 2020.1.3 8:42:30.A sensor node with 112 has opened a new connection
<4> Timestamp: 2020.1.3 8:42:30.A sensor node with 37 has opened a new connection
<5> Timestamp: 2020.1.3 8:42:30.A sensor node with 21 has opened a new connection
<6> Timestamp: 2020.1.3 8:42:30.A sensor node with 15 has opened a new connection
<10162> Timestamp: 2020.1.3 9:33:18.The sensor node with 49 reports it's too hot(running average temperature=28.343270)
<10163> Timestamp: 2020.1.3 9:33:18.The sensor node with 112 reports it's too hot(running average temperature=22.857322)
<10164> Timestamp: 2020.1.3 9:33:18.The sensor node with 21 reports it's too hot(running average temperature=22.857322)
<10165> Timestamp: 2020.1.3 9:33:19.The sensor node with 37 reports it's too hot(running average temperature=26.086150)
<10166> Timestamp: 2020.1.3 9:33:19.The sensor node with 15 reports it's too hot(running average temperature=26.086150)
<10167> Timestamp: 2020.1.3 9:33:20.The sensor node with 37 reports it's too hot(running average temperature=26.178735)
<10168> Timestamp: 2020.1.3 9:33:20.The sensor node with 15 reports it's too hot(running average temperature=26.178735)
<10169> Timestamp: 2020.1.3 9:33:20.The sensor node with 112 reports it's too hot(running average temperature=22.843488)
<10170> Timestamp: 2020.1.3 9:33:20.The sensor node with 21 reports it's too hot(running average temperature=22.843488)
<10171> Timestamp: 2020.1.3 9:33:21.The sensor node with 37 reports it's too hot(running average temperature=26.334948)
<10172> Timestamp: 2020.1.3 9:33:21.The sensor node with 15 reports it's too hot(running average temperature=26.334948)
<10173> Timestamp: 2020.1.3 9:33:21.The sensor node with 49 reports it's too hot(running average temperature=28.491779)
<10174> Timestamp: 2020.1.3 9:33:22.The sensor node with 37 reports it's too hot(running average temperature=26.559043)
<10175> Timestamp: 2020.1.3 9:33:22.The sensor node with 15 reports it's too hot(running average temperature=26.559043)
<10176> Timestamp: 2020.1.3 9:33:22.The sensor node with 112 reports it's too hot(running average temperature=22.865384)
<10177> Timestamp: 2020.1.3 9:33:22.The sensor node with 21 reports it's too hot(running average temperature=22.865384)
<10178> Timestamp: 2020.1.3 9:33:23.The sensor node with 37 reports it's too hot(running average temperature=26.751380)
<10179> Timestamp: 2020.1.3 9:33:23.The sensor node with 15 reports it's too hot(running average temperature=26.751380)
<10180> Timestamp: 2020.1.3 9:33:24.The sensor node with 37 reports it's too hot(running average temperature=26.909277)
<10181> Timestamp: 2020.1.3 9:33:24.The sensor node with 15 reports it's too hot(running average temperature=26.909277)
<10182> Timestamp: 2020.1.3 9:33:24.The sensor node with 49 reports it's too hot(running average temperature=28.524524)
<10183> Timestamp: 2020.1.3 9:33:24.The sensor node with 112 reports it's too hot(running average temperature=23.033280)
<10184> Timestamp: 2020.1.3 9:33:24.The sensor node with 21 reports it's too hot(running average temperature=23.033280)
<10185> Timestamp: 2020.1.3 9:33:25.The sensor node with 37 reports it's too hot(running average temperature=27.041833)
<10186> Timestamp: 2020.1.3 9:33:25.The sensor node with 15 reports it's too hot(running average temperature=27.041833)
<10187> Timestamp: 2020.1.3 9:33:26.The sensor node with 37 reports it's too hot(running average temperature=26.989498)
<10188> Timestamp: 2020.1.3 9:33:26.The sensor node with 15 reports it's too hot(running average temperature=26.989498)
<10189> Timestamp: 2020.1.3 9:33:26.The sensor node with 112 reports it's too hot(running average temperature=23.174037)
<10190> Timestamp: 2020.1.3 9:33:26.The sensor node with 21 reports it's too hot(running average temperature=23.174037)
<10191> Timestamp: 2020.1.3 9:33:27.The sensor node with 37 reports it's too hot(running average temperature=26.818827)
<10192> Timestamp: 2020.1.3 9:33:27.The sensor node with 15 reports it's too hot(running average temperature=26.818827)
<10193> Timestamp: 2020.1.3 9:33:27.The sensor node with 49 reports it's too hot(running average temperature=28.360996)
<10194> Timestamp: 2020.1.3 9:33:28.The sensor node with 37 reports it's too hot(running average temperature=26.691885)
<10195> Timestamp: 2020.1.3 9:33:28.The sensor node with 15 reports it's too hot(running average temperature=26.691885)
<10196> Timestamp: 2020.1.3 9:33:28.The sensor node with 112 reports it's too hot(running average temperature=23.099381)
<10197> Timestamp: 2020.1.3 9:33:28.The sensor node with 21 reports it's too hot(running average temperature=23.099381)
<10198> Timestamp: 2020.1.3 9:33:29.The sensor node with 37 reports it's too hot(running average temperature=26.665905)
<10199> Timestamp: 2020.1.3 9:33:29.The sensor node with 15 reports it's too hot(running average temperature=26.665905)
<10200> Timestamp: 2020.1.3 9:33:30.The sensor node with 37 reports it's too hot(running average temperature=26.825871)
<10201> Timestamp: 2020.1.3 9:33:30.The sensor node with 15 reports it's too hot(running average temperature=26.825871)
<10202> Timestamp: 2020.1.3 9:33:30.The sensor node with 49 reports it's too hot(running average temperature=28.239058)
<10203> Timestamp: 2020.1.3 9:33:30.The sensor node with 112 reports it's too hot(running average temperature=23.110630)
<10204> Timestamp: 2020.1.3 9:33:30.The sensor node with 21 reports it's too hot(running average temperature=23.110630)
<10205> Timestamp: 2020.1.3 9:33:31.The sensor node with 37 reports it's too hot(running average temperature=26.828202)
<10206> Timestamp: 2020.1.3 9:33:31.The sensor node with 15 reports it's too hot(running average temperature=26.828202)
<10207> Timestamp: 2020.1.3 9:33:32.The sensor node with 37 reports it's too hot(running average temperature=26.700738)
<10208> Timestamp: 2020.1.3 9:33:32.The sensor node with 15 reports it's too hot(running average temperature=26.700738)
<10209> Timestamp: 2020.1.3 9:33:32.The sensor node with 112 reports it's too hot(running average temperature=23.165468)
<10210> Timestamp: 2020.1.3 9:33:32.The sensor node with 21 reports it's too hot(running average temperature=23.165468)
<10211> Timestamp: 2020.1.3 9:33:33.The sensor node with 37 reports it's too hot(running average temperature=26.646020)
<10212> Timestamp: 2020.1.3 9:33:33.The sensor node with 15 reports it's too hot(running average temperature=26.646020)
<10213> Timestamp: 2020.1.3 9:33:33.The sensor node with 49 reports it's too hot(running average temperature=28.078450)
<10214> Timestamp: 2020.1.3 9:33:34.The sensor node with 37 reports it's too hot(running average temperature=26.624861)
<10215> Timestamp: 2020.1.3 9:33:34.The sensor node with 15 reports it's too hot(running average temperature=26.624861)
<10216> Timestamp: 2020.1.3 9:33:34.The sensor node with 112 reports it's too hot(running average temperature=23.007305)
<10217> Timestamp: 2020.1.3 9:33:34.The sensor node with 21 reports it's too hot(running average temperature=23.007305)
<10218> Timestamp: 2020.1.3 9:33:35.The sensor node with 37 reports it's too hot(running average temperature=26.764192)
<10219> Timestamp: 2020.1.3 9:33:35.The sensor node with 15 reports it's too hot(running average temperature=26.764192)
<10220> Timestamp: 2020.1.3 9:33:36.The sensor node with 37 reports it's too hot(running average temperature=26.862515)
<10221> Timestamp: 2020.1.3 9:33:36.The sensor node with 15 reports it's too hot(running average temperature=26.862515)
<10222> Timestamp: 2020.1.3 9:33:36.The sensor node with 49 reports it's too hot(running average temperature=27.844023)
<10223> Timestamp: 2020.1.3 9:33:36.The sensor node with 112 reports it's too hot(running average temperature=22.967281)
<10224> Timestamp: 2020.1.3 9:33:36.The sensor node with 21 reports it's too hot(running average temperature=22.967281)
<10225> Timestamp: 2020.1.3 9:33:37.The sensor node with 37 reports it's too hot(running average temperature=26.928808)
<10226> Timestamp: 2020.1.3 9:33:37.The sensor node with 15 reports it's too hot(running average temperature=26.928808)
<10227> Timestamp: 2020.1.3 9:33:38.The sensor node with 37 reports it's too hot(running average temperature=26.918412)
<10228> Timestamp: 2020.1.3 9:33:38.The sensor node with 15 reports it's too hot(running average temperature=26.918412)
<10229> Timestamp: 2020.1.3 9:33:38.The sensor node with 112 reports it's too hot(running average temperature=23.123373)
<10230> Timestamp: 2020.1.3 9:33:38.The sensor node with 21 reports it's too hot(running average temperature=23.123373)
<10231> Timestamp: 2020.1.3 9:33:39.The sensor node with 37 reports it's too hot(running average temperature=26.826330)
<10232> Timestamp: 2020.1.3 9:33:39.The sensor node with 15 reports it's too hot(running average temperature=26.826330)
<10233> Timestamp: 2020.1.3 9:33:39.The sensor node with 49 reports it's too hot(running average temperature=27.732456)
<10234> Timestamp: 2020.1.3 9:33:40.The sensor node with 37 reports it's too hot(running average temperature=26.742371)
<10235> Timestamp: 2020.1.3 9:33:40.The sensor node with 15 reports it's too hot(running average temperature=26.742371)
<10236> Timestamp: 2020.1.3 9:33:40.The sensor node with 112 reports it's too hot(running average temperature=23.151985)
<10237> Timestamp: 2020.1.3 9:33:40.The sensor node with 21 reports it's too hot(running average temperature=23.151985)
<10238> Timestamp: 2020.1.3 9:33:41.The sensor node with 37 reports it's too hot(running average temperature=26.592721)
<10239> Timestamp: 2020.1.3 9:33:41.The sensor node with 15 reports it's too hot(running average temperature=26.592721)
<10240> Timestamp: 2020.1.3 9:33:42.The sensor node with 37 reports it's too hot(running average temperature=26.603147)
<10241> Timestamp: 2020.1.3 9:33:42.The sensor node with 15 reports it's too hot(running average temperature=26.603147)
<10242> Timestamp: 2020.1.3 9:33:42.The sensor node with 49 reports it's too hot(running average temperature=27.715734)
<10243> Timestamp: 2020.1.3 9:33:42.The sensor node with 112 reports it's too hot(running average temperature=22.968950)
<10244> Timestamp: 2020.1.3 9:33:42.The sensor node with 21 reports it's too hot(running average temperature=22.968950)
<10245> Timestamp: 2020.1.3 9:33:43.The sensor node with 37 reports it's too hot(running average temperature=26.661164)
<10246> Timestamp: 2020.1.3 9:33:43.The sensor node with 15 reports it's too hot(running average temperature=26.661164)
<10247> Timestamp: 2020.1.3 9:33:44.The sensor node with 37 reports it's too hot(running average temperature=26.699653)
<10248> Timestamp: 2020.1.3 9:33:44.The sensor node with 15 reports it's too hot(running average temperature=26.699653)
<10249> Timestamp: 2020.1.3 9:33:44.The sensor node with 112 reports it's too hot(running average temperature=22.905481)
<10250> Timestamp: 2020.1.3 9:33:44.The sensor node with 21 reports it's too hot(running average temperature=22.905481)
<10251> Timestamp: 2020.1.3 9:33:45.The sensor node with 37 reports it's too hot(running average temperature=26.755599)
<10252> Timestamp: 2020.1.3 9:33:45.The sensor node with 15 reports it's too hot(running average temperature=26.755599)
<10253> Timestamp: 2020.1.3 9:33:45.The sensor node with 49 reports it's too hot(running average temperature=27.601187)
<10254> Timestamp: 2020.1.3 9:33:46.The sensor node with 37 reports it's too hot(running average temperature=26.642085)
<10255> Timestamp: 2020.1.3 9:33:46.The sensor node with 15 reports it's too hot(running average temperature=26.642085)
<10256> Timestamp: 2020.1.3 9:33:46.The sensor node with 112 reports it's too hot(running average temperature=22.910014)
<10257> Timestamp: 2020.1.3 9:33:46.The sensor node with 21 reports it's too hot(running average temperature=22.910014)
<10258> Timestamp: 2020.1.3 9:33:47.The sensor node with 37 reports it's too hot(running average temperature=26.446261)
<10259> Timestamp: 2020.1.3 9:33:47.The sensor node with 15 reports it's too hot(running average temperature=26.446261)
<10260> Timestamp: 2020.1.3 9:33:48.The sensor node with 37 reports it's too hot(running average temperature=26.305012)
<10261> Timestamp: 2020.1.3 9:33:48.The sensor node with 15 reports it's too hot(running average temperature=26.305012)
<10262> Timestamp: 2020.1.3 9:33:48.The sensor node with 49 reports it's too hot(running average temperature=27.591593)
<10263> Timestamp: 2020.1.3 9:33:48.The sensor node with 112 reports it's too hot(running average temperature=22.924696)
<10264> Timestamp: 2020.1.3 9:33:48.The sensor node with 21 reports it's too hot(running average temperature=22.924696)
<10265> Timestamp: 2020.1.3 9:33:49.The sensor node with 37 reports it's too hot(running average temperature=26.145945)
<10266> Timestamp: 2020.1.3 9:33:49.The sensor node with 15 reports it's too hot(running average temperature=26.145945)
<10267> Timestamp: 2020.1.3 9:33:50.The sensor node with 37 reports it's too hot(running average temperature=25.991196)
<10268> Timestamp: 2020.1.3 9:33:50.The sensor node with 15 reports it's too hot(running average temperature=25.991196)
<10269> Timestamp: 2020.1.3 9:33:50.The sensor node with 112 reports it's too hot(running average temperature=23.099478)
<10270> Timestamp: 2020.1.3 9:33:50.The sensor node with 21 reports it's too hot(running average temperature=23.099478)
<10271> Timestamp: 2020.1.3 9:33:51.The sensor node with 37 reports it's too hot(running average temperature=25.960834)
<10272> Timestamp: 2020.1.3 9:33:51.The sensor node with 15 reports it's too hot(running average temperature=25.960834)
<10273> Timestamp: 2020.1.3 9:33:51.The sensor node with 49 reports it's too hot(running average temperature=27.790014)
<10274> Timestamp: 2020.1.3 9:33:52.The sensor node with 37 reports it's too hot(running average temperature=25.906926)
<10275> Timestamp: 2020.1.3 9:33:52.The sensor node with 15 reports it's too hot(running average temperature=25.906926)
<10276> Timestamp: 2020.1.3 9:33:52.The sensor node with 112 reports it's too hot(running average temperature=23.212527)
<10277> Timestamp: 2020.1.3 9:33:52.The sensor node with 21 reports it's too hot(running average temperature=23.212527)
<10278> Timestamp: 2020.1.3 9:33:53.The sensor node with 37 reports it's too hot(running average temperature=25.899839)
<10279> Timestamp: 2020.1.3 9:33:53.The sensor node with 15 reports it's too hot(running average temperature=25.899839)
<10280> Timestamp: 2020.1.3 9:33:54.The sensor node with 37 reports it's too hot(running average temperature=26.015901)
<10281> Timestamp: 2020.1.3 9:33:54.The sensor node with 15 reports it's too hot(running average temperature=26.015901)
<10282> Timestamp: 2020.1.3 9:33:54.The sensor node with 49 reports it's too hot(running average temperature=27.901800)
<10283> Timestamp: 2020.1.3 9:33:54.The sensor node with 112 reports it's too hot(running average temperature=23.317657)
<10284> Timestamp: 2020.1.3 9:33:54.The sensor node with 21 reports it's too hot(running average temperature=23.317657)
<10285> Timestamp: 2020.1.3 9:33:55.The sensor node with 37 reports it's too hot(running average temperature=26.095241)
<10286> Timestamp: 2020.1.3 9:33:55.The sensor node with 15 reports it's too hot(running average temperature=26.095241)
<10287> Timestamp: 2020.1.3 9:33:56.The sensor node with 37 reports it's too hot(running average temperature=26.059438)
<10288> Timestamp: 2020.1.3 9:33:56.The sensor node with 15 reports it's too hot(running average temperature=26.059438)
<10289> Timestamp: 2020.1.3 9:33:56.The sensor node with 21 reports it's too hot(running average temperature=23.388071)
<10290> Timestamp: 2020.1.3 9:33:56.The sensor node with 112 reports it's too hot(running average temperature=23.388071)
<10291> Timestamp: 2020.1.3 9:33:57.The sensor node with 37 reports it's too hot(running average temperature=26.098003)
<10292> Timestamp: 2020.1.3 9:33:57.The sensor node with 15 reports it's too hot(running average temperature=26.098003)
<10293> Timestamp: 2020.1.3 9:33:57.The sensor node with 49 reports it's too hot(running average temperature=27.975124)
<10294> Timestamp: 2020.1.3 9:33:58.The sensor node with 37 reports it's too hot(running average temperature=26.303009)
<10295> Timestamp: 2020.1.3 9:33:58.The sensor node with 15 reports it's too hot(running average temperature=26.303009)
<10296> Timestamp: 2020.1.3 9:33:58.The sensor node with 112 reports it's too hot(running average temperature=23.302171)
<10297> Timestamp: 2020.1.3 9:33:58.The sensor node with 21 reports it's too hot(running average temperature=23.302171)
<10298> Timestamp: 2020.1.3 9:33:59.The sensor node with 37 reports it's too hot(running average temperature=26.468795)
<10299> Timestamp: 2020.1.3 9:33:59.The sensor node with 15 reports it's too hot(running average temperature=26.468795)
<10300> Timestamp: 2020.1.3 9:34:0.The sensor node with 37 reports it's too hot(running average temperature=26.634105)
<10301> Timestamp: 2020.1.3 9:34:0.The sensor node with 15 reports it's too hot(running average temperature=26.634105)
<10302> Timestamp: 2020.1.3 9:34:0.The sensor node with 49 reports it's too hot(running average temperature=28.080345)
<10303> Timestamp: 2020.1.3 9:34:0.The sensor node with 112 reports it's too hot(running average temperature=23.337954)
<10304> Timestamp: 2020.1.3 9:34:0.The sensor node with 21 reports it's too hot(running average temperature=23.337954)
<10305> Timestamp: 2020.1.3 9:34:1.The sensor node with 37 reports it's too hot(running average temperature=26.706970)
<10306> Timestamp: 2020.1.3 9:34:1.The sensor node with 15 reports it's too hot(running average temperature=26.706970)
<10307> Timestamp: 2020.1.3 9:34:2.The sensor node with 37 reports it's too hot(running average temperature=26.562749)
<10308> Timestamp: 2020.1.3 9:34:2.The sensor node with 15 reports it's too hot(running average temperature=26.562749)
<10309> Timestamp: 2020.1.3 9:34:2.The sensor node with 112 reports it's too hot(running average temperature=23.481946)
<10310> Timestamp: 2020.1.3 9:34:2.The sensor node with 21 reports it's too hot(running average temperature=23.481946)
<10311> Timestamp: 2020.1.3 9:34:3.The sensor node with 37 reports it's too hot(running average temperature=26.474354)
<10312> Timestamp: 2020.1.3 9:34:3.The sensor node with 15 reports it's too hot(running average temperature=26.474354)
<10313> Timestamp: 2020.1.3 9:34:3.The sensor node with 49 reports it's too hot(running average temperature=28.110720)
<10314> Timestamp: 2020.1.3 9:34:4.The sensor node with 37 reports it's too hot(running average temperature=26.551201)
<10315> Timestamp: 2020.1.3 9:34:4.The sensor node with 15 reports it's too hot(running average temperature=26.551201)
<10316> Timestamp: 2020.1.3 9:34:4.The sensor node with 112 reports it's too hot(running average temperature=23.439658)
<10317> Timestamp: 2020.1.3 9:34:4.The sensor node with 21 reports it's too hot(running average temperature=23.439658)
<10318> Timestamp: 2020.1.3 9:34:5.The sensor node with 37 reports it's too hot(running average temperature=26.643569)
<10319> Timestamp: 2020.1.3 9:34:5.The sensor node with 15 reports it's too hot(running average temperature=26.643569)
<10320> Timestamp: 2020.1.3 9:34:6.The sensor node with 37 reports it's too hot(running average temperature=26.733585)
<10321> Timestamp: 2020.1.3 9:34:6.The sensor node with 15 reports it's too hot(running average temperature=26.733585)
<10322> Timestamp: 2020.1.3 9:34:6.The sensor node with 49 reports it's too hot(running average temperature=28.219221)
<10323> Timestamp: 2020.1.3 9:34:6.The sensor node with 112 reports it's too hot(running average temperature=23.340374)
<10324> Timestamp: 2020.1.3 9:34:6.The sensor node with 21 reports it's too hot(running average temperature=23.340374)
<10325> Timestamp: 2020.1.3 9:34:7.The sensor node with 37 reports it's too hot(running average temperature=26.667906)
<10326> Timestamp: 2020.1.3 9:34:7.The sensor node with 15 reports it's too hot(running average temperature=26.667906)
<10327> Timestamp: 2020.1.3 9:34:8.The sensor node with 37 reports it's too hot(running average temperature=26.651478)
<10328> Timestamp: 2020.1.3 9:34:8.The sensor node with 15 reports it's too hot(running average temperature=26.651478)
<10329> Timestamp: 2020.1.3 9:34:8.The sensor node with 112 reports it's too hot(running average temperature=23.399749)
<10330> Timestamp: 2020.1.3 9:34:8.The sensor node with 21 reports it's too hot(running average temperature=23.399749)
<10331> Timestamp: 2020.1.3 9:34:9.The sensor node with 37 reports it's too hot(running average temperature=26.666696)
<10332> Timestamp: 2020.1.3 9:34:9.The sensor node with 15 reports it's too hot(running average temperature=26.666696)
<10333> Timestamp: 2020.1.3 9:34:9.The sensor node with 49 reports it's too hot(running average temperature=28.358857)
<10334> Timestamp: 2020.1.3 9:34:10.The sensor node with 37 reports it's too hot(running average temperature=26.704935)
<10335> Timestamp: 2020.1.3 9:34:10.The sensor node with 15 reports it's too hot(running average temperature=26.704935)
<10336> Timestamp: 2020.1.3 9:34:10.The sensor node with 112 reports it's too hot(running average temperature=23.570328)
<10337> Timestamp: 2020.1.3 9:34:10.The sensor node with 21 reports it's too hot(running average temperature=23.570328)
<10338> Timestamp: 2020.1.3 9:34:11.The sensor node with 37 reports it's too hot(running average temperature=26.757955)
<10339> Timestamp: 2020.1.3 9:34:11.The sensor node with 15 reports it's too hot(running average temperature=26.757955)
<10340> Timestamp: 2020.1.3 9:34:12.The sensor node with 37 reports it's too hot(running average temperature=26.679421)
<10341> Timestamp: 2020.1.3 9:34:12.The sensor node with 15 reports it's too hot(running average temperature=26.679421)
<10342> Timestamp: 2020.1.3 9:34:12.The sensor node with 49 reports it's too hot(running average temperature=28.361576)
<10343> Timestamp: 2020.1.3 9:34:12.The sensor node with 112 reports it's too hot(running average temperature=23.625684)
<10344> Timestamp: 2020.1.3 9:34:12.The sensor node with 21 reports it's too hot(running average temperature=23.625684)
<10345> Timestamp: 2020.1.3 9:34:13.The sensor node with 37 reports it's too hot(running average temperature=26.583784)
<10346> Timestamp: 2020.1.3 9:34:13.The sensor node with 15 reports it's too hot(running average temperature=26.583784)
<10347> Timestamp: 2020.1.3 9:34:14.The sensor node with 37 reports it's too hot(running average temperature=26.446836)
<10348> Timestamp: 2020.1.3 9:34:14.The sensor node with 15 reports it's too hot(running average temperature=26.446836)
<10349> Timestamp: 2020.1.3 9:34:14.The sensor node with 112 reports it's too hot(running average temperature=23.450041)
<10350> Timestamp: 2020.1.3 9:34:14.The sensor node with 21 reports it's too hot(running average temperature=23.450041)
<10351> Timestamp: 2020.1.3 9:34:15.The sensor node with 37 reports it's too hot(running average temperature=26.358071)
<10352> Timestamp: 2020.1.3 9:34:15.The sensor node with 15 reports it's too hot(running average temperature=26.358071)
<10353> Timestamp: 2020.1.3 9:34:15.The sensor node with 49 reports it's too hot(running average temperature=28.222081)
<10354> Timestamp: 2020.1.3 9:34:16.The sensor node with 37 reports it's too hot(running average temperature=26.373632)
<10355> Timestamp: 2020.1.3 9:34:16.The sensor node with 15 reports it's too hot(running average temperature=26.373632)
<10356> Timestamp: 2020.1.3 9:34:16.The sensor node with 112 reports it's too hot(running average temperature=23.406857)
<10357> Timestamp: 2020.1.3 9:34:16.The sensor node with 21 reports it's too hot(running average temperature=23.406857)
<10358> Timestamp: 2020.1.3 9:34:17.The sensor node with 37 reports it's too hot(running average temperature=26.337797)
<10359> Timestamp: 2020.1.3 9:34:17.The sensor node with 15 reports it's too hot(running average temperature=26.337797)
<10360> Timestamp: 2020.1.3 9:34:18.The sensor node with 37 reports it's too hot(running average temperature=26.306072)
<10361> Timestamp: 2020.1.3 9:34:18.The sensor node with 15 reports it's too hot(running average temperature=26.306072)
<10362> Timestamp: 2020.1.3 9:34:18.The sensor node with 49 reports it's too hot(running average temperature=28.151063)
<10363> Timestamp: 2020.1.3 9:34:18.The sensor node with 112 reports it's too hot(running average temperature=23.441999)
<10364> Timestamp: 2020.1.3 9:34:18.The sensor node with 21 reports it's too hot(running average temperature=23.441999)
<10365> Timestamp: 2020.1.3 9:34:19.The sensor node with 37 reports it's too hot(running average temperature=26.311669)
<10366> Timestamp: 2020.1.3 9:34:19.The sensor node with 15 reports it's too hot(running average temperature=26.311669)
<10367> Timestamp: 2020.1.3 9:34:20.The sensor node with 37 reports it's too hot(running average temperature=26.199668)
<10368> Timestamp: 2020.1.3 9:34:20.The sensor node with 15 reports it's too hot(running average temperature=26.199668)
<10369> Timestamp: 2020.1.3 9:34:20.The sensor node with 112 reports it's too hot(running average temperature=23.444861)
<10370> Timestamp: 2020.1.3 9:34:20.The sensor node with 21 reports it's too hot(running average temperature=23.444861)
<10371> Timestamp: 2020.1.3 9:34:21.The sensor node with 37 reports it's too hot(running average temperature=26.068255)
<10372> Timestamp: 2020.1.3 9:34:21.The sensor node with 15 reports it's too hot(running average temperature=26.068255)
<10373> Timestamp: 2020.1.3 9:34:21.The sensor node with 49 reports it's too hot(running average temperature=28.279606)
<10374> Timestamp: 2020.1.3 9:34:22.The sensor node with 37 reports it's too hot(running average temperature=26.064434)
<10375> Timestamp: 2020.1.3 9:34:22.The sensor node with 15 reports it's too hot(running average temperature=26.064434)
<10376> Timestamp: 2020.1.3 9:34:22.The sensor node with 112 reports it's too hot(running average temperature=23.437579)
<10377> Timestamp: 2020.1.3 9:34:22.The sensor node with 21 reports it's too hot(running average temperature=23.437579)
<10378> Timestamp: 2020.1.3 9:34:23.The sensor node with 37 reports it's too hot(running average temperature=26.057396)
<10379> Timestamp: 2020.1.3 9:34:23.The sensor node with 15 reports it's too hot(running average temperature=26.057396)
<10380> Timestamp: 2020.1.3 9:34:24.The sensor node with 37 reports it's too hot(running average temperature=25.890261)
<10381> Timestamp: 2020.1.3 9:34:24.The sensor node with 15 reports it's too hot(running average temperature=25.890261)
<10382> Timestamp: 2020.1.3 9:34:24.The sensor node with 49 reports it's too hot(running average temperature=28.433565)
<10383> Timestamp: 2020.1.3 9:34:24.The sensor node with 112 reports it's too hot(running average temperature=23.462194)
<10384> Timestamp: 2020.1.3 9:34:24.The sensor node with 21 reports it's too hot(running average temperature=23.462194)
<10385> Timestamp: 2020.1.3 9:34:25.The sensor node with 37 reports it's too hot(running average temperature=25.810818)
<10386> Timestamp: 2020.1.3 9:34:25.The sensor node with 15 reports it's too hot(running average temperature=25.810818)
<10387> Timestamp: 2020.1.3 9:34:26.The sensor node with 37 reports it's too hot(running average temperature=25.726219)
<10388> Timestamp: 2020.1.3 9:34:26.The sensor node with 15 reports it's too hot(running average temperature=25.726219)
<10389> Timestamp: 2020.1.3 9:34:26.The sensor node with 112 reports it's too hot(running average temperature=23.640358)
<10390> Timestamp: 2020.1.3 9:34:26.The sensor node with 21 reports it's too hot(running average temperature=23.640358)
<10391> Timestamp: 2020.1.3 9:34:27.The sensor node with 37 reports it's too hot(running average temperature=25.595507)
<10392> Timestamp: 2020.1.3 9:34:27.The sensor node with 15 reports it's too hot(running average temperature=25.595507)
<10393> Timestamp: 2020.1.3 9:34:27.The sensor node with 49 reports it's too hot(running average temperature=28.541168)
<10394> Timestamp: 2020.1.3 9:34:28.The sensor node with 37 reports it's too hot(running average temperature=25.543163)
<10395> Timestamp: 2020.1.3 9:34:28.The sensor node with 15 reports it's too hot(running average temperature=25.543163)
<10396> Timestamp: 2020.1.3 9:34:28.The sensor node with 112 reports it's too hot(running average temperature=23.810598)
<10397> Timestamp: 2020.1.3 9:34:28.The sensor node with 21 reports it's too hot(running average temperature=23.810598)
<10398> Timestamp: 2020.1.3 9:34:29.The sensor node with 37 reports it's too hot(running average temperature=25.428646)
<10399> Timestamp: 2020.1.3 9:34:29.The sensor node with 15 reports it's too hot(running average temperature=25.428646)
<10400> Timestamp: 2020.1.3 9:34:30.The sensor node with 37 reports it's too hot(running average temperature=25.384922)
<10401> Timestamp: 2020.1.3 9:34:30.The sensor node with 15 reports it's too hot(running average temperature=25.384922)
<10402> Timestamp: 2020.1.3 9:34:30.The sensor node with 49 reports it's too hot(running average temperature=28.517320)
<10403> Timestamp: 2020.1.3 9:34:30.The sensor node with 112 reports it's too hot(running average temperature=23.854861)
<10404> Timestamp: 2020.1.3 9:34:30.The sensor node with 21 reports it's too hot(running average temperature=23.854861)
<10405> Timestamp: 2020.1.3 9:34:31.The sensor node with 37 reports it's too hot(running average temperature=25.483181)
<10406> Timestamp: 2020.1.3 9:34:31.The sensor node with 15 reports it's too hot(running average temperature=25.483181)
<10407> Timestamp: 2020.1.3 9:34:32.The sensor node with 37 reports it's too hot(running average temperature=25.631035)
<10408> Timestamp: 2020.1.3 9:34:32.The sensor node with 15 reports it's too hot(running average temperature=25.631035)
<10409> Timestamp: 2020.1.3 9:34:32.The sensor node with 112 reports it's too hot(running average temperature=23.863501)
<10410> Timestamp: 2020.1.3 9:34:32.The sensor node with 21 reports it's too hot(running average temperature=23.863501)
<10411> Timestamp: 2020.1.3 9:34:33.The sensor node with 37 reports it's too hot(running average temperature=25.721855)
<10412> Timestamp: 2020.1.3 9:34:33.The sensor node with 15 reports it's too hot(running average temperature=25.721855)
<10413> Timestamp: 2020.1.3 9:34:33.The sensor node with 49 reports it's too hot(running average temperature=28.381831)
<10414> Timestamp: 2020.1.3 9:34:34.The sensor node with 37 reports it's too hot(running average temperature=25.602516)
<10415> Timestamp: 2020.1.3 9:34:34.The sensor node with 15 reports it's too hot(running average temperature=25.602516)
<10416> Timestamp: 2020.1.3 9:34:34.The sensor node with 112 reports it's too hot(running average temperature=23.935909)
<10417> Timestamp: 2020.1.3 9:34:34.The sensor node with 21 reports it's too hot(running average temperature=23.935909)
<10418> Timestamp: 2020.1.3 9:34:35.The sensor node with 37 reports it's too hot(running average temperature=25.477878)
<10419> Timestamp: 2020.1.3 9:34:35.The sensor node with 15 reports it's too hot(running average temperature=25.477878)
<10420> Timestamp: 2020.1.3 9:34:36.The sensor node with 37 reports it's too hot(running average temperature=25.567393)
